OBJECTID,Neighborhoods,GlobalID,Shape__Area,Shape__Length
292,42250,9b17cca2-72f5-4881-a8ab-442d52452214,3009158.02587891,14328.784551032
293,42350,e3d4243c-3e87-4565-aa1d-94746c483ef2,1227312.91235352,6333.35942652731
294,42400,e41d6c2d-2d18-41fc-bdb6-f61ed0513da7,1153351.98266602,8325.87891666384
295,42450,2c88a91b-6712-4196-842b-135ee5f954ba,502228.471435547,6342.08909076845
296,42500,ff0ff281-bb42-4842-8ad9-5fb0f7d4e682,1698906.34765625,6772.35191647302
297,42550,1063d945-2793-4ab6-b19f-240c86bf29fe,1717184.36572266,8157.66063067069
298,42600,ba77ce4a-c1ff-4565-8d4a-48ae03ab18a8,1131134.16943359,7193.55742695918
299,42650,55c314ef-4a5f-45eb-95b9-639818b345d7,861166.064941406,5072.71226714262
300,42700,ef2e2932-cece-4ea1-b2e1-47ffa9aa1b7d,1096882.28564453,5798.91154641591
301,42750,40ecdda5-4f9c-434f-a3f8-0c798e5cbaee,6971212.0246582,20221.7187898763
302,42751,070fc6db-142e-439a-a3e9-36242c627bd2,147426.735351563,1847.65857466296
303,42800,eaf6950b-b371-4fa0-b62c-f87997a67da8,12410498.3935547,30148.9027716138
304,42850,bc326fbc-6087-4f97-88a3-9ccf55bfa38c,9420155.23779297,34448.0340888024
305,42900,43e4fe1f-3a3e-412b-bc94-33eb15b8b713,7849337.24291992,28341.494316609
306,42901,d844156e-3181-41e5-8926-ba0d7721f1e3,1042024.00610352,4771.51360040119
307,42950,1bdb2d5a-ce0a-40c7-a142-4f5f062e5696,2069343.48486328,6400.96651804802
308,43000,c7d32ec5-cdbc-44fa-9ebe-a44818c2fbd7,5628848.67578125,15181.3187011164
309,43050,3cb78022-cc7e-494e-a743-29e822e68732,2718440.18652344,7949.79803251491
310,43100,42f8f583-9a86-4bf2-8642-c15db427c74f,828084.567382813,3747.62448511986
311,43150,e308b205-d295-44ad-8414-ce48558ba126,2585708.44775391,14630.0367294666
312,43200,3bc0ea01-6d8b-41b8-bb3d-b46a8a567834,1517175.89428711,8029.52790559722
313,43250,b0605a37-93c7-4dec-9945-99d11e9e9d60,811426.281738281,4682.92691969307
314,43300,f0e503c3-4bf7-4083-87ea-46f8c2a1ae52,1269873.04492188,9357.66183777281
315,43350,5bc99201-6daf-456a-b526-651090134d47,1244217.66625977,7190.74801882165
316,43400,123d9645-7513-46fc-95e2-9d5b765d37e0,1308082.35644531,5138.98267136519
317,43401,286406b9-2f97-49d0-95fa-0783ea3159cc,1434044.17675781,5717.6660731716
318,43450,586659ab-3d91-4668-b6b9-9d354b9f61a5,2096051.36450195,8323.98745908411
319,43500,c1fc55a0-06d4-4c29-87a3-5b276d7fd59f,1009476.53320313,4406.93280532726
320,43550,0e06f856-a807-492f-805a-3e7e374c925b,686602.160644531,3975.27982501555
321,43600,74c18d16-e255-419b-bc3a-9b7f8ede3f6d,682975.125732422,6363.9424359247
322,43650,13d3e0af-6867-4aac-b395-f0746e83ccb0,966772.544189453,4541.61177214845
323,43700,c7b46e6d-d9b2-4b6d-ba05-a1e2b4048239,2011332.95751953,7362.57114845714
324,43750,56ac8752-8494-4def-8012-604c03c119c8,1804117.63183594,9433.49112986266
325,43800,ab1c2d01-7f52-4386-a82c-a2a49cb37428,2346166.73193359,11000.8042415696
326,43801,4854da47-0220-4b97-aa22-112bb4967ace,414943.614257813,3291.17448148278
327,43802,ddefde1e-e1ed-48e6-9204-e21d7a9d9141,298647.166748047,2718.31671998772
328,43850,17b4b054-fdf5-4720-816c-1cec0ac63547,2093839.27197266,7765.05751209239
329,43900,4816e3f7-bb48-4535-be7d-a53d63ffb1e6,1370766.29541016,9439.34968470488
330,43950,b5cc3407-f9be-4482-a9b3-a8f2e3937baa,2543720.57885742,10513.0167522015
331,44000,c4499c26-0f0c-4180-9b54-73f118e83d02,2019450.16333008,7933.36689622127
332,44050,912e5461-dbdd-405e-9c47-2cff383206d6,615239.750488281,4972.42847767212
333,44100,b0a1d8a5-6b37-4d17-8bf0-57f48e226095,3268928.82788086,9276.88068788411
334,44150,6f9ae344-38fc-497c-abc2-033ec3439c90,6591891.81030273,22272.0485582896
335,44200,e99ecc9b-5b58-41d7-bf6f-1d707872646a,5355064.22412109,16582.8916265999
336,44250,8c2b896f-f0f4-4eaf-a77b-b8fac6a9208e,598861.685058594,5311.82183816796
337,44300,3e0d55aa-acc1-43c9-88fb-43cd599b15a5,491606.216308594,4386.7420424049
338,44350,70155a08-dc73-4cfc-996f-7cd8ad214b78,1551839.19824219,6659.83107616646
339,44400,f7d63660-7504-48b4-95c7-4a4920d65f0b,1633606.89526367,7248.04264486851
340,44402,2ed098d1-c3e7-4085-b423-70f8ba3c526f,384485.166015625,3691.40207306617
341,44450,94699136-1873-4335-8cab-994c281379db,7474331.06616211,33811.3329556149
342,44451,9eff7261-29c4-43e5-b340-ecb7ed30eae8,4541403.5534668,29151.0177157194
343,44452,98b3b0a6-8293-47d7-8b57-0b760290c482,4891489.29614258,47289.4804244237
344,44500,e22edf8e-56bd-40f0-b319-113f929837cd,3063202.57080078,8131.81726412439
345,44530,9f2ff2c6-21e1-4d1c-8e0c-4dda985cbe2f,690209.017089844,4023.15910579907
346,44531,c0dab1b0-2d9d-4a05-8ca5-0e313a2dcad8,289417.126464844,2894.44261896717
347,44540,b36d2a64-5bad-442e-a4ff-8e5fb5b18560,2915704.56347656,13131.8428673038
348,44550,dd7af6f2-0814-411f-bea3-e7ba310b8404,4766392.22119141,15180.3183578812
349,44551,54b12996-857b-4eea-ab00-615ae0bc0fba,2856551.8112793,16224.9277953531
350,44600,dc1ff3c7-b1af-477c-ab78-a834a5bf4be2,6448326.17773438,15882.9852758713
351,44601,49bcd1de-89a4-49b0-aafb-bad004e23ae7,5813916.65966797,15928.6796188239
352,44602,f4bc9a72-4b6f-41b5-b42c-cedf2db3ed32,4310131.82421875,13162.054674992
353,44650,dfc06a77-920f-4e92-8a3a-1f45e1c391aa,3354232.21191406,14311.118187884
354,44700,a1e1fd49-f2f9-4b9e-a02a-ec6b33e10034,2146634.34350586,12183.2404035014
355,44750,438b9998-7b5e-428e-82b1-7fedf91e07ab,1122441.72363281,6914.02789346689
356,44800,6f3675e6-3e45-4573-94ac-6fcef380c80d,2342831.40527344,13253.1306494691
357,44850,f8759f48-fd03-402a-9e07-bf358a3adf88,991494.706298828,6229.80157119662
358,44900,1d94bea2-dd5e-42c0-a94b-8abe08bfc694,1012590.41650391,4494.91247128688
359,44950,afa31162-b9a0-4fa5-92ab-2e2c3fbe6422,5574639.84179688,19352.3718492807
360,44951,530add0a-e8bf-4150-a154-90500620ed34,860431.165283203,4148.53204172583
361,44952,55612065-8f7f-4f6b-b02f-f978a29f64a4,4626963.86938477,15132.3992878104
362,45000,1d512499-0291-4b99-9010-7579b9fc1e15,1592265.51855469,6773.28573244104
363,45050,69d6b031-8f83-46eb-aa99-3c967dce07e0,2890072.97094727,10237.1352380137
364,45100,4a4590bc-a687-4df3-b2ad-572b421823e8,3859827.56323242,11798.8396876766
365,45150,70dfdb2c-2d25-48a4-ac4b-d09bc05e2c31,3857203.09399414,13872.7322092116
366,45200,8279c848-f8e6-46d9-bab9-2ec6da361b82,1004393.12329102,4291.03457857292
367,45250,3847bb97-09c4-4e8e-bffd-2fcf88a028eb,5084930.84057617,12826.0858707799
368,45300,bab21534-9704-41fa-bd00-8d8d52a5dca8,3733370.14916992,17106.4809531802
369,45301,6018ee58-3ddb-41e7-ad75-2169c6c93fe8,444948.147705078,2780.9403069358
370,45350,1f9acb26-1517-419a-9f9f-63da222ed7b2,2619634.31420898,10043.4622374819
371,45400,aea26eea-bfe0-4cb2-946a-063251a04e50,5785610.50048828,20099.984494305
372,45450,f1a795ee-2155-4a82-a386-012f9bc6e504,4263792.6628418,11774.5396207312
373,45500,f6179b92-7dcc-406d-acd1-23660e794cd2,2122309.82055664,10935.4884090884
374,45550,923a82a3-4b74-4480-b481-fabbc387d257,5860155.9309082,27789.9582712185
375,45560,bbea3ca2-3d02-46ac-8a0f-d2fe67ddff89,3447420.44506836,20268.4418133047
376,45600,e98a55b4-30cd-47f7-9b73-905d08d9265b,3718844.24047852,27121.3607890731
377,45601,2c286403-c54a-444d-8f98-20001607f347,161121.899902344,2951.40367730491
378,45602,93d81e84-573d-4413-8db1-20a47a3592d1,926151.318115234,8772.7808137632
379,45640,ae31c155-087d-4792-806d-9a3e3a1890e9,554298.387207031,5136.02108699262
380,45650,fd767cc8-c68e-4aba-bbc0-1585ad0463ad,12034133.5576172,75631.0308367058
381,45651,ac8334fe-57eb-4595-9120-069f0546cd25,1368973.40307617,10897.5731256464
382,45652,753fcc5f-19f3-447e-88ad-c41b9e7e8201,529651.991210938,3944.22344609047
383,45653,c9f0baa6-05ca-455d-aab2-6905f75bb6a5,3377667.11401367,13140.60848362
384,45654,69769c69-621e-43ca-814a-9adda1f3db89,12062049.9489746,44394.2461744972
385,45655,7ac7677b-6d3a-48cb-8e32-63779f79762b,7689273.77148438,29838.2744922726
386,45660,75165971-5be3-42f9-be5b-93c35da22bc8,605948.157226563,3407.63887448516
387,45700,222e34fe-ccaf-4675-b787-5cc9f1836687,2551784.76269531,15295.9493819228
388,45750,9a7daeea-d0f5-4da7-b518-ae800eb0bd93,2006061.36889648,8811.28042620937
389,45800,a5fbdd7e-e970-4e73-9738-f5d4ab61275c,6447275.15820313,53428.2473824369
390,45801,d78b43fa-df54-4114-adfe-be34feed1989,5994421.69506836,30054.3187042649
391,45850,9fa8d36b-7210-4787-a457-82062cb2de0c,1148985.90332031,42502.0662540854
392,45950,99f01865-752e-4ad7-9b2b-272809c3d90d,2955967.98291016,9438.06070734522
393,45951,83375acf-2490-4ac4-b562-486258b2703f,1920181.55224609,11801.6966761759
394,46000,7306139a-3adb-4fbb-84ad-c989372dd360,342403.7734375,2298.42074016173
395,46050,eb5bc6dc-f8b0-4706-a51b-c9e7f6619ae0,320334.724121094,3423.57862072421
396,50050,0f0e002a-de87-42c7-bc74-9438827b2ff9,6232045.98657227,26200.7337118507
397,50100,232996a6-10ba-46d1-8ec4-4740e4d85e74,8232940.01538086,29029.2312038053
398,50150,50622ebc-1b92-48eb-ba89-3ad8445b0933,8072632.59863281,26220.2120639151
399,50260,ba661cdf-c724-4502-8f19-56365a8fc744,124380.549316406,4476.41174674394
400,50430,54d6ece1-25d9-4ee8-ad6c-cb2636f8fe92,280889.487548828,4396.57357342432
401,50490,c0cae3f4-433a-40c0-99d1-8e43bc6c3458,379321.553466797,2762.96222936069
402,50570,985a216c-694b-4a73-85de-95213866bf4d,154575.982910156,2888.88932950657
403,50620,74576bc2-5da3-41a5-a79a-cfbc0d13f7fb,272455.240478516,2870.73952570537
404,50690,126136be-93cc-4abd-99d1-663bd36a84e6,585809.787109375,3394.38919527507
405,50790,592ac6bd-eb6b-4d4a-906c-862473fef163,360579.299072266,3013.63560618751
406,50800,2daa742e-1c8b-414b-b273-19909f60e81c,157756.580810547,2657.86971174321
407,50850,a19cae9c-8769-4133-884e-8dc433ffa81c,54403.0402832031,1575.37547615127
408,50860,16418a3e-8ca2-4144-a578-fc248c9cc819,264464.045166016,4259.97100384584
409,50920,318b63a5-f247-4892-af58-78e707b3f341,39793.4255371094,929.464219517626
410,99992,d3312f89-0300-48ec-8fe8-375731e65c76,1134772194.58398,4067114.93455505
411,99999,d4f77bb4-f9f2-4f93-b107-426c3d1ff8d4,7839094146.98047,11623807.4647264
