OBJECTID,Unit_Code,Tax_Year,District_Name,GlobalID,Shape__Area,Shape__Length
2,510,2017,W PEORIA ST LTG DIST (Dist # 510),ff041e03-d5f6-4fb6-aff1-fd95d7b9bbe5,32548944.463623,35151.5952753332
