OBJECTID,Unit_Code,Tax_Year,District_Name,GlobalID,Shape__Area,Shape__Length
2,399,2017,TRIVOLI TWP CEM DIST (Dist # 399),5711f39c-44aa-4f4b-9a61-36bb439f45eb,1002958234.50928,126706.088229637
