OBJECTID,TYPE,Status,Comments,Date_Modified,Compiler,created_user,created_date,last_edited_user,last_edited_date,GlobalID,Shape__Area,Shape__Length
486,Unpaved,Existing,,,Sanborn,GISAdmin,2018-06-22T17:43:18.065Z,GISAdmin,2018-06-22T17:43:18.065Z,3a8f3cfd-e388-40af-8e25-4c1b93603f39,8163.95361328125,1134.55402927982
487,Unpaved,Existing,,,Sanborn,GISAdmin,2018-06-22T17:43:18.065Z,GISAdmin,2018-06-22T17:43:18.065Z,f5a1ad54-b17a-4a9c-bf9d-77a7518c1060,20646.4709472656,2313.24271546727
488,Unpaved,Existing,,,Sanborn,GISAdmin,2018-06-22T17:43:18.065Z,GISAdmin,2018-06-22T17:43:18.065Z,87c1a5e4-3a7c-4f0a-90be-788e2d3351a7,4936.2431640625,920.723794582087
489,Unpaved,Existing,,,Sanborn,GISAdmin,2018-06-22T17:43:18.065Z,GISAdmin,2018-06-22T17:43:18.065Z,73fd081e-866c-480e-8e43-84a2e4863f5e,9930.32983398438,1213.09164360409
490,Unpaved,Existing,,,Sanborn,GISAdmin,2018-06-22T17:43:18.065Z,GISAdmin,2018-06-22T17:43:18.065Z,395d1573-c9e7-4be7-8885-8f3e01009ddf,45490.5576171875,5627.07131793195
491,Unpaved,Existing,,,Sanborn,GISAdmin,2018-06-22T17:43:18.065Z,GISAdmin,2018-06-22T17:43:18.065Z,022e974b-4221-4832-97ec-533ff1cf2a78,471.43017578125,90.5521168040063
492,Unpaved,Existing,,,Sanborn,GISAdmin,2018-06-22T17:43:18.065Z,GISAdmin,2018-06-22T17:43:18.065Z,5c3187fb-59dc-436e-a13a-4c30986b116d,3626.32202148438,745.53223050828
493,Unpaved,Existing,,,Sanborn,GISAdmin,2018-06-22T17:43:18.065Z,GISAdmin,2018-06-22T17:43:18.065Z,c5d49d18-5733-4ab6-b770-6869c4c907c0,7074.39916992188,1214.1868283669
494,Unpaved,Existing,,,Sanborn,GISAdmin,2018-06-22T17:43:18.065Z,GISAdmin,2018-06-22T17:43:18.065Z,95510b8f-018c-4793-9ca6-9523fcd9d00b,5883.61206054688,993.938888690159
495,Unpaved,Existing,,,Sanborn,GISAdmin,2018-06-22T17:43:18.065Z,GISAdmin,2018-06-22T17:43:18.065Z,b223d62a-3e63-453c-8494-cb8b2f82e21b,6004.072265625,670.157393679789
496,Unpaved,Existing,,,Sanborn,GISAdmin,2018-06-22T17:43:18.065Z,GISAdmin,2018-06-22T17:43:18.065Z,25a34992-b159-48c4-ae14-6a10b104197e,1471.15185546875,292.001629199152
497,Paved,Existing,,,Sanborn,GISAdmin,2018-06-22T17:43:18.065Z,GISAdmin,2018-06-22T17:43:18.065Z,64769364-199d-4924-8193-f5229b44afc0,4384.57739257813,795.493465047542
498,Unpaved,Existing,,,Sanborn,GISAdmin,2018-06-22T17:43:18.065Z,GISAdmin,2018-06-22T17:43:18.065Z,4fe29361-41c5-4b2e-b45e-d0212c24b5ba,23715.30078125,2676.26425414292
499,Unpaved,Existing,,,Sanborn,GISAdmin,2018-06-22T17:43:18.065Z,GISAdmin,2018-06-22T17:43:18.065Z,78284b93-c8db-4a11-aa00-c67c4682c866,7650.1943359375,1128.2035379373
500,Unpaved,Existing,,,Sanborn,GISAdmin,2018-06-22T17:43:18.065Z,GISAdmin,2018-06-22T17:43:18.065Z,07d1cd40-4568-4982-a90a-59f7294b28f4,6384.75122070313,1296.76582238653
501,Unpaved,Existing,,,Sanborn,GISAdmin,2018-06-22T17:43:18.065Z,GISAdmin,2018-06-22T17:43:18.065Z,5e201565-5713-4274-9437-7725658c0acc,2624.23706054688,301.36297608385
502,Unpaved,Existing,,,Sanborn,GISAdmin,2018-06-22T17:43:18.065Z,GISAdmin,2018-06-22T17:43:18.065Z,886fbd89-5dd7-42e0-9b76-b01fd730ff2b,7613.47290039063,1549.4681703356
503,Unpaved,Existing,,,Sanborn,GISAdmin,2018-06-22T17:43:18.065Z,GISAdmin,2018-06-22T17:43:18.065Z,c4a9ecff-2990-4529-8eda-9c8eb8ee10aa,9488.84838867188,1312.58068650357
504,Unpaved,Existing,,,Sanborn,GISAdmin,2018-06-22T17:43:18.065Z,GISAdmin,2018-06-22T17:43:18.065Z,eafc15f1-1089-4d28-ab87-934b6ce364ca,3450.61474609375,312.715890463985
505,Unpaved,Existing,,,Sanborn,GISAdmin,2018-06-22T17:43:18.065Z,GISAdmin,2018-06-22T17:43:18.065Z,201562ca-9ad8-4d98-9c52-5cfaaf12ffac,4137.0322265625,870.275391894921
506,Unpaved,Existing,,,Sanborn,GISAdmin,2018-06-22T17:43:18.065Z,GISAdmin,2018-06-22T17:43:18.065Z,cff8f66a-d3b4-4aa1-b80c-5c0b07c7ae85,4028.91235351563,835.090307464339
507,Unpaved,Existing,,,Sanborn,GISAdmin,2018-06-22T17:43:18.065Z,GISAdmin,2018-06-22T17:43:18.065Z,0c894254-cd03-42fa-8caf-ad063aa36115,812.32763671875,168.258529554801
508,Unpaved,Existing,,,Sanborn,GISAdmin,2018-06-22T17:43:18.065Z,GISAdmin,2018-06-22T17:43:18.065Z,0eb64110-cdbc-4017-be50-97a8e8164f2c,5738.83642578125,1238.33987731381
509,Unpaved,Existing,,,Sanborn,GISAdmin,2018-06-22T17:43:18.065Z,GISAdmin,2018-06-22T17:43:18.065Z,fc3eb06b-c407-41e0-8292-4b43bc196d7e,2279.92993164063,393.795945883104
510,Unpaved,Existing,,,Sanborn,GISAdmin,2018-06-22T17:43:18.065Z,GISAdmin,2018-06-22T17:43:18.065Z,8307b420-b07f-4429-ba07-53390e273dde,2814.44848632813,518.889291090154
511,Unpaved,Existing,,,Sanborn,GISAdmin,2018-06-22T17:43:18.065Z,GISAdmin,2018-06-22T17:43:18.065Z,d13aa21e-4308-4483-872b-72ed5734231d,1298.81958007813,257.001026261885
512,Unpaved,Existing,,,Sanborn,GISAdmin,2018-06-22T17:43:18.065Z,GISAdmin,2018-06-22T17:43:18.065Z,84e11e86-3067-4cb9-969c-0fe0a2ca982f,2258.90551757813,560.720601110416
513,Unpaved,Existing,,,Sanborn,GISAdmin,2018-06-22T17:43:18.065Z,GISAdmin,2018-06-22T17:43:18.065Z,62d626ed-d992-4da1-ade3-1ae8fd1cbfc1,10013.5856933594,1811.08041101136
514,Paved,Existing,,,Sanborn,GISAdmin,2018-06-22T17:43:18.065Z,GISAdmin,2018-06-22T17:43:18.065Z,0aa10643-e0ea-436d-9768-b494b5f5e386,4042.16772460938,375.502014571522
515,Unpaved,Existing,,,Sanborn,GISAdmin,2018-06-22T17:43:18.065Z,GISAdmin,2018-06-22T17:43:18.065Z,26a901fc-c9c7-4c6e-91e9-2092b738adba,1474.4306640625,301.081771558435
516,Paved,Existing,,,Sanborn,GISAdmin,2018-06-22T17:43:18.065Z,GISAdmin,2018-06-22T17:43:18.065Z,aa81062f-bec4-4408-bf93-7ac3b605df5e,38629.5693359375,3621.12372415675
517,Paved,Updated,,2016-12-22T00:00:00.000Z,Austin Holland,GISAdmin,2018-06-22T17:43:18.065Z,GISAdmin,2018-06-22T17:43:18.065Z,294c967f-2b79-4aa3-9d22-108aa6645749,3362847.24731445,236807.19249994
518,Unpaved,Existing,,,Sanborn,GISAdmin,2018-06-22T17:43:18.065Z,GISAdmin,2018-06-22T17:43:18.065Z,856c4ec6-30e7-43a5-b8b2-4e14e2abec28,6239.72729492188,767.666470727646
519,Unpaved,Existing,,,Sanborn,GISAdmin,2018-06-22T17:43:18.065Z,GISAdmin,2018-06-22T17:43:18.065Z,2cec6a06-9b16-4c80-8f89-9d449ceaef1b,5855.68408203125,1047.12552665788
520,Unpaved,Existing,,,Sanborn,GISAdmin,2018-06-22T17:43:18.065Z,GISAdmin,2018-06-22T17:43:18.065Z,7725b64f-9896-463c-bbb3-7259fc4ed15b,7734.04736328125,1016.74505764292
521,Unpaved,Existing,,,Sanborn,GISAdmin,2018-06-22T17:43:18.065Z,GISAdmin,2018-06-22T17:43:18.065Z,7a99ec11-1ef8-4b3a-85be-7e4f96193af1,1401.73608398438,154.693615703014
522,Unpaved,Existing,,,Sanborn,GISAdmin,2018-06-22T17:43:18.065Z,GISAdmin,2018-06-22T17:43:18.065Z,b82b82a1-5c7d-4df5-ace4-66f99c852793,182.731201171875,68.4430799481013
523,Unpaved,Existing,,,Sanborn,GISAdmin,2018-06-22T17:43:18.065Z,GISAdmin,2018-06-22T17:43:18.065Z,80a7f714-fa31-4e88-8aaa-5d6fd82a6538,6672.37915039063,1457.02476875079
