OBJECTID,Unit_Code,Tax_Year,District_Name,GlobalID,Shape__Area,Shape__Length
7,002,2017,AKRON/PRINCEVILLE MTAD (Dist # 002),1fcb678f-5ef0-4ef6-9bb4-46b24c499fe6,2031417090.42139,191271.137056634
8,003,2017,BRIMFIELD/MILLBROOK MTAD (Dist # 003),75d56e31-a499-4986-af49-a69b6c0a78ba,2037691307.86377,191805.444591877
9,004,2017,LOGAN/TRIVOLI MTAD (Dist # 004),7bb79657-c875-4c6b-b420-e03698a78e37,2022213258.81396,199439.315574752
