OBJECTID,DIVDSGNTR,BLKDSGNTR,DIVTYP,STATEDAREA,created_user,created_date,last_edited_user,last_edited_date,Shape__Area,Shape__Length
743,Public Right Of Way,,Public Right Of Way,8.806 a,,,AANDREWS,2018-07-13T19:57:02.000Z,383602.880859375,16111.0556800678
744,Public Right Of Way,,Public Right Of Way,0.2008 a,,,AANDREWS,2018-07-13T19:57:02.000Z,8748.89477539063,569.981880905274
745,Public Right Of Way,,Public Right Of Way,1.835 a,,,AANDREWS,2018-07-13T19:57:02.000Z,79921.2854003906,3335.30445212422
746,Public Right Of Way,,Public Right Of Way,0.0453 a,,,AANDREWS,2018-07-13T19:57:02.000Z,1973.01098632813,217.55345035561
747,Public Right Of Way,,Public Right Of Way,0.7532 a,,,AANDREWS,2018-07-13T19:57:02.000Z,32811.0463867188,1525.30383183489
748,Public Right Of Way,,Public Right Of Way,0.0142 a,,,AANDREWS,2018-07-13T19:57:02.000Z,620.622802734375,122.331154186993
749,Public Right Of Way,,Public Right Of Way,0.0889 a,,,AANDREWS,2018-07-13T19:57:02.000Z,3871.9033203125,359.793694354364
750,Public Right Of Way,,Public Right Of Way,0.3362 a,,,AANDREWS,2018-07-13T19:57:02.000Z,14646.8791503906,819.201759341939
751,Public Right Of Way,,Public Right Of Way,0.0940 a,,,AANDREWS,2018-07-13T19:57:02.000Z,4093.50463867188,450.433321716117
752,Public Right Of Way,,Public Right Of Way,1.837 a,,,AANDREWS,2018-07-13T19:57:02.000Z,80000.888671875,3926.20253083328
753,Public Right Of Way,,Public Right Of Way,1.101 a,,,AANDREWS,2018-07-13T19:57:02.000Z,47974.8659667969,2525.36869551164
754,Public Right Of Way,,Public Right Of Way,0.1479 a,,,AANDREWS,2018-07-13T19:57:02.000Z,6444.01416015625,840.862934874177
755,Public Right Of Way,,Public Right Of Way,2.755 a,,,AANDREWS,2018-07-13T19:57:02.000Z,120000.063232422,3849.48519491233
756,Public Right Of Way,,Public Right Of Way,1.235 a,,,AANDREWS,2018-07-13T19:57:02.000Z,53808.0473632813,3961.10417742352
757,Public Right Of Way,,Public Right Of Way,0.2066 a,,,AANDREWS,2018-07-13T19:57:02.000Z,9000.11743164063,459.999270443863
758,Public Right Of Way,,Public Right Of Way,0.1651 a,,,AANDREWS,2018-07-13T19:57:02.000Z,7188.96875,762.496173258724
759,Public Right Of Way,,Public Right Of Way,0.8990 a,,,AANDREWS,2018-07-13T19:57:02.000Z,39163.1228027344,1820.71898259711
760,Public Right Of Way,,Public Right Of Way,0.9098 a,,,AANDREWS,2018-07-13T19:57:02.000Z,39630.8364257813,1704.79731837515
761,Public Right Of Way,,Public Right Of Way,0.5329 a,,,AANDREWS,2018-07-13T19:57:02.000Z,23214.9040527344,2684.47039920383
762,Public Right Of Way,,Public Right Of Way,0.0324 a,,,AANDREWS,2018-07-13T19:57:02.000Z,1413.18139648438,187.96827869767
763,Public Right Of Way,,Public Right Of Way,2.589 a,,,AANDREWS,2018-07-13T19:57:02.000Z,112771.582519531,5363.98451603347
764,Public Right Of Way,,Public Right Of Way,2.920 a,,,AANDREWS,2018-07-13T19:57:02.000Z,127152.365478516,5393.72625685993
765,Public Right Of Way,,Public Right Of Way,0.0458 a,,,AANDREWS,2018-07-13T19:57:02.000Z,1993.7685546875,275.097017096509
766,Public Right Of Way,,Public Right Of Way,0.1088 a,,,AANDREWS,2018-07-13T19:57:02.000Z,4740.71411132813,1132.12015204244
767,Public Right Of Way,,Public Right Of Way,0.7080 a,,,AANDREWS,2018-07-13T19:57:02.000Z,30839.6130371094,2259.76766162819
768,Public Right Of Way,,Public Right Of Way,0.3531 a,,,AANDREWS,2018-07-13T19:57:02.000Z,15389.0705566406,1157.03969101129
769,Public Right Of Way,,Public Right Of Way,0.7673 a,,,AANDREWS,2018-07-13T19:57:02.000Z,33423.2185058594,2511.4182771701
770,Public Right Of Way,,Public Right Of Way,0.7440 a,,,AANDREWS,2018-07-13T19:57:02.000Z,32407.7697753906,2543.36289611922
771,Public Right Of Way,,Public Right Of Way,0.7686 a,,,AANDREWS,2018-07-13T19:57:02.000Z,33482.0437011719,2509.91205564756
772,Public Right Of Way,,Public Right Of Way,28.80 a,,,AANDREWS,2018-07-13T19:57:02.000Z,1252875.84790039,5207.28713685596
773,Public Right Of Way,,Public Right Of Way,0.2089 a,,,AANDREWS,2018-07-13T19:57:02.000Z,9098.37133789063,534.928262486874
774,Public Right Of Way,,Public Right Of Way,2.523 a,,,AANDREWS,2018-07-13T19:57:02.000Z,109920.917236328,4396.05525936119
775,Public Right Of Way,,Public Right Of Way,2.307 a,,,AANDREWS,2018-07-13T19:57:02.000Z,100448.686035156,3998.07611648089
776,Public Right Of Way,,Public Right Of Way,1.237 a,,,AANDREWS,2018-07-13T19:57:02.000Z,53852.8142089844,3291.53994316212
777,Public Right Of Way,,Public Right Of Way,4.128 a,,,AANDREWS,2018-07-13T19:57:02.000Z,179736.484130859,6871.91925353623
778,Public Right Of Way,,Public Right Of Way,1.352 a,,,AANDREWS,2018-07-13T19:57:02.000Z,58889.5842285156,1887.67212637656
779,Public Right Of Way,,Public Right Of Way,3.238 a,,,AANDREWS,2018-07-13T19:57:02.000Z,140902.8515625,5439.21153331641
780,Public Right Of Way,,Public Right Of Way,3.060 a,,,AANDREWS,2018-07-13T19:57:02.000Z,133270.823730469,5397.94734409801
781,Public Right Of Way,,Public Right Of Way,0.0413 a,,,AANDREWS,2018-07-13T19:57:02.000Z,1800.083984375,380.047657897514
782,Public Right Of Way,,Public Right Of Way,7.787 a,,,AANDREWS,2018-07-13T19:57:02.000Z,339233.730957031,11445.9336068157
783,Public Right Of Way,,Public Right Of Way,0.0620 a,,,AANDREWS,2018-07-13T19:57:02.000Z,2700.12524414063,390.04766435123
784,Public Right Of Way,,Public Right Of Way,0.1925 a,,,AANDREWS,2018-07-13T19:57:02.000Z,8382.41796875,435.909754242751
785,Public Right Of Way,,Public Right Of Way,1.341 a,,,AANDREWS,2018-07-13T19:57:02.000Z,58398.8134765625,3989.30097212383
786,Public Right Of Way,,Public Right Of Way,0.6388 a,,,AANDREWS,2018-07-13T19:57:02.000Z,27825.5183105469,1864.4234495283
787,Public Right Of Way,,Public Right Of Way,1.494 a,,,AANDREWS,2018-07-13T19:57:02.000Z,65065.5146484375,4905.00040618038
788,Public Right Of Way,,Public Right Of Way,9.100 a,,,AANDREWS,2018-07-13T19:57:02.000Z,396155.967285156,3138.49674193832
789,Public Right Of Way,,Public Right Of Way,2.243 a,,,AANDREWS,2018-07-13T19:57:02.000Z,97700.9069824219,6748.12945678755
790,Public Right Of Way,,Public Right Of Way,1.110 a,,,AANDREWS,2018-07-13T19:57:02.000Z,48337.9853515625,2995.26834236844
791,Public Right Of Way,,Public Right Of Way,3.576 a,,,AANDREWS,2018-07-13T19:57:02.000Z,155787.591796875,3637.71651733982
792,Public Right Of Way,,Public Right Of Way,1.298 a,,,AANDREWS,2018-07-13T19:57:02.000Z,56560.0261230469,2063.0975385444
793,Public Right Of Way,,Public Right Of Way,0.9105 a,,,AANDREWS,2018-07-13T19:57:02.000Z,39660.9299316406,1350.33924453677
794,Public Right Of Way,,Public Right Of Way,1.528 a,,,AANDREWS,2018-07-13T19:57:02.000Z,66561.0122070313,2852.63384190358
795,Public Right Of Way,,Public Right Of Way,5.394 a,,,AANDREWS,2018-07-13T19:57:02.000Z,234981.412109375,2355.371139268
796,Public Right Of Way,,Public Right Of Way,5.815 a,,,AANDREWS,2018-07-13T19:57:02.000Z,253291.077880859,2163.05361617987
797,Public Right Of Way,,Public Right Of Way,0.4139 a,,,AANDREWS,2018-07-13T19:57:02.000Z,18013.5205078125,720.432291377189
798,Public Right Of Way,,Public Right Of Way,0.5305 a,,,AANDREWS,2018-07-13T19:57:02.000Z,23039.8049316406,1418.68243595082
799,Public Right Of Way,,Public Right Of Way,10.23 a,,,AANDREWS,2018-07-13T19:57:02.000Z,446539.984619141,4043.33272951327
800,Public Right Of Way,,Public Right Of Way,0.4966 a,,,AANDREWS,2018-07-13T19:57:02.000Z,21633.1943359375,1680.98564151964
801,Public Right Of Way,,Public Right Of Way,0.9245 a,,,AANDREWS,2018-07-13T19:57:02.000Z,40247.5434570313,1617.28785289171
802,Public Right Of Way,,Public Right Of Way,0.2883 a,,,AANDREWS,2018-07-13T19:57:02.000Z,12557.9665527344,598.592763961485
803,Public Right Of Way,,Public Right Of Way,0.3355 a,,,AANDREWS,2018-07-13T19:57:02.000Z,14615.8225097656,950.540285606654
804,Public Right Of Way,,Public Right Of Way,0.2354 a,,,AANDREWS,2018-07-13T19:57:02.000Z,10258.2141113281,1197.56407346472
805,Public Right Of Way,,Public Right Of Way,0.9248 a,,,AANDREWS,2018-07-13T19:57:02.000Z,40268.5461425781,1773.02281036449
806,Public Right Of Way,,Public Right Of Way,0.4141 a,,,AANDREWS,2018-07-13T19:57:02.000Z,18038.2290039063,1843.87602843745
807,Public Right Of Way,,Public Right Of Way,0.9640 a,,,AANDREWS,2018-07-13T19:57:02.000Z,41978.6342773438,1883.39608529098
808,Public Right Of Way,,Public Right Of Way,0.2521 a,,,AANDREWS,2018-07-13T19:57:02.000Z,10981.7492675781,1781.70951750571
809,Public Right Of Way,,Public Right Of Way,17.41 a,,,AANDREWS,2018-07-13T19:57:02.000Z,758524.892333984,13023.0797997089
810,Public Right Of Way,,Public Right Of Way,0.2111 a,,,AANDREWS,2018-07-13T19:57:02.000Z,9195.75659179688,1496.20468116
811,Public Right Of Way,,Public Right Of Way,1.772 a,,,AANDREWS,2018-07-13T19:57:02.000Z,77172.6921386719,5643.28114553635
812,Public Right Of Way,,Public Right Of Way,0.0935 a,,,AANDREWS,2018-07-13T19:57:02.000Z,4073.40258789063,683.825883140372
813,Public Right Of Way,,Public Right Of Way,0.0977 a,,,AANDREWS,2018-07-13T19:57:02.000Z,4257.62036132813,873.884602487626
814,Public Right Of Way,,Public Right Of Way,0.2067 a,,,AANDREWS,2018-07-13T19:57:02.000Z,8997.17504882813,420.112731690415
815,Public Right Of Way,,Public Right Of Way,0.8241 a,,,AANDREWS,2018-07-13T19:57:02.000Z,35878.6437988281,1241.91775453366
816,Public Right Of Way,,Public Right Of Way,0.1221 a,,,AANDREWS,2018-07-13T19:57:02.000Z,5320.0283203125,1084.00291130129
817,Public Right Of Way,,Public Right Of Way,0.5887 a,,,AANDREWS,2018-07-13T19:57:02.000Z,25643.7600097656,1262.6628196046
818,Public Right Of Way,,Public Right Of Way,1.109 a,,,AANDREWS,2018-07-13T19:57:02.000Z,48299.345703125,2233.21854786713
819,Public Right Of Way,,Public Right Of Way,1.229 a,,,AANDREWS,2018-07-13T19:57:02.000Z,53554.0856933594,1800.57554954796
820,Public Right Of Way,,Public Right Of Way,0.8635 a,,,AANDREWS,2018-07-13T19:57:02.000Z,37559.7663574219,1413.63499042363
821,Public Right Of Way,,Public Right Of Way,0.8895 a,,,AANDREWS,2018-07-13T19:57:02.000Z,38729.5842285156,1486.07410985948
822,Public Right Of Way,,Public Right Of Way,0.7682 a,,,AANDREWS,2018-07-13T19:57:02.000Z,33447.9345703125,1537.97070178211
823,Public Right Of Way,,Public Right Of Way,0.1081 a,,,AANDREWS,2018-07-13T19:57:02.000Z,4708.26025390625,628.345592876422
824,Public Right Of Way,,Public Right Of Way,0.0473 a,,,AANDREWS,2018-07-13T19:57:02.000Z,2059.6005859375,304.59788278258
825,Public Right Of Way,,Public Right Of Way,2.781 a,,,AANDREWS,2018-07-13T19:57:02.000Z,121187.94921875,7064.7494889558
826,Public Right Of Way,,Public Right Of Way,0.2143 a,,,AANDREWS,2018-07-13T19:57:02.000Z,9333.86328125,387.685707974713
827,Public Right Of Way,,Public Right Of Way,0.5958 a,,,AANDREWS,2018-07-13T19:57:02.000Z,25936.6638183594,1065.37247873095
828,Public Right Of Way,,Public Right Of Way,0.5234 a,,,AANDREWS,2018-07-13T19:57:02.000Z,22801.0947265625,1603.22920114663
829,Public Right Of Way,,Public Right Of Way,8.027 a,,,AANDREWS,2018-07-13T19:57:02.000Z,349668.946044922,20458.2066294584
830,Public Right Of Way,,Public Right Of Way,0.3620 a,,,AANDREWS,2018-07-13T19:57:02.000Z,15773.4047851563,991.184233282442
831,Public Right Of Way,,Public Right Of Way,0.0824 a,,,AANDREWS,2018-07-13T19:57:02.000Z,3589.13916015625,345.185661912156
832,Public Right Of Way,,Public Right Of Way,0.0659 a,,,AANDREWS,2018-07-13T19:57:02.000Z,2870.92895507813,240.00719860014
833,Public Right Of Way,,Public Right Of Way,1.296 a,,,AANDREWS,2018-07-13T19:57:02.000Z,56363.6611328125,2168.81332148925
834,Public Right Of Way,,Public Right Of Way,0.1314 a,,,AANDREWS,2018-07-13T19:57:02.000Z,5723.72631835938,631.875762169375
835,Public Right Of Way,,Public Right Of Way,0.0312 a,,,AANDREWS,2018-07-13T19:57:02.000Z,1358.095703125,150.574733472339
836,Public Right Of Way,,Public Right Of Way,10.52 a,,,AANDREWS,2018-07-13T19:57:02.000Z,458090.605957031,3079.80476195112
837,Public Right Of Way,,Public Right Of Way,0.1411 a,,,AANDREWS,2018-07-13T19:57:02.000Z,6123.02709960938,313.567642457401
838,Public Right Of Way,,Public Right Of Way,0.1847 a,,,AANDREWS,2018-07-13T19:57:02.000Z,8014.37133789063,328.577872958925
839,Public Right Of Way,,Public Right Of Way,0.0697 a,,,AANDREWS,2018-07-13T19:57:02.000Z,3022.72998046875,236.433979323063
840,Public Right Of Way,,Public Right Of Way,0.1144 a,,,AANDREWS,2018-07-13T19:57:02.000Z,4982.58715820313,299.301004673122
841,Public Right Of Way,,Public Right Of Way,1.339 a,,,AANDREWS,2018-07-13T19:57:02.000Z,58287.4304199219,2337.75873206694
842,Public Right Of Way,,Public Right Of Way,0.0270 a,,,AANDREWS,2018-07-13T19:57:02.000Z,1176.62768554688,165.457670267607
843,Public Right Of Way,,Public Right Of Way,6.488 a,,,AANDREWS,2018-07-13T19:57:02.000Z,282741.731201172,11153.9195898454
844,Public Right Of Way,,Public Right Of Way,0.5081 a,,,AANDREWS,2018-07-13T19:57:02.000Z,22156.919921875,1789.93325485499
845,Public Right Of Way,,Public Right Of Way,4.742 a,,,AANDREWS,2018-07-13T19:57:02.000Z,206545.708496094,9917.99843653234
846,Public Right Of Way,,Public Right Of Way,18.51 a,,,AANDREWS,2018-07-13T19:57:02.000Z,806397.716308594,3996.83688484526
847,Public Right Of Way,,Public Right Of Way,0.4411 a,,,AANDREWS,2018-07-13T19:57:02.000Z,19212.4460449219,763.837657824334
848,Public Right Of Way,,Public Right Of Way,4.405 a,,,AANDREWS,2018-07-13T19:57:02.000Z,191910.023681641,6067.84467536228
849,Public Right Of Way,,Public Right Of Way,0.1753 a,,,AANDREWS,2018-07-13T19:57:02.000Z,7636.33349609375,1908.00368777068
850,Public Right Of Way,,Public Right Of Way,2.157 a,,,AANDREWS,2018-07-13T19:57:02.000Z,93956.9099121094,7025.2195290846
851,Public Right Of Way,,Public Right Of Way,3.336 a,,,AANDREWS,2018-07-13T19:57:02.000Z,145326.803466797,8351.64740401945
852,Public Right Of Way,,Public Right Of Way,1.033 a,,,AANDREWS,2018-07-13T19:57:02.000Z,45000.1691894531,2670.23295795183
853,Public Right Of Way,,Public Right Of Way,2.963 a,,,AANDREWS,2018-07-13T19:57:02.000Z,129075.715820313,8429.25653012329
854,Public Right Of Way,,Public Right Of Way,8.533 a,,,AANDREWS,2018-07-13T19:57:02.000Z,371708.989746094,21555.1095181372
855,Public Right Of Way,,Public Right Of Way,0.3000 a,,,AANDREWS,2018-07-13T19:57:02.000Z,13069.0837402344,858.042253918325
856,Public Right Of Way,,Public Right Of Way,0.4585 a,,,AANDREWS,2018-07-13T19:57:02.000Z,19975.9816894531,952.999896808318
857,Public Right Of Way,,Public Right Of Way,5.442 a,,,AANDREWS,2018-07-13T19:57:02.000Z,237076.484375,10262.4384065517
858,Public Right Of Way,,Public Right Of Way,14.07 a,,,AANDREWS,2018-07-13T19:57:02.000Z,613078.041992188,26311.5027975479
859,Public Right Of Way,,Public Right Of Way,0.0530 a,,,AANDREWS,2018-07-13T19:57:02.000Z,2310.10864257813,206.00176420875
860,Public Right Of Way,,Public Right Of Way,0.2462 a,,,AANDREWS,2018-07-13T19:57:02.000Z,10724.7526855469,774.913526417041
861,Public Right Of Way,,Public Right Of Way,11.78 a,,,AANDREWS,2018-07-13T19:57:02.000Z,513236.672363281,24390.3428977374
862,Public Right Of Way,,Public Right Of Way,0.0406 a,,,AANDREWS,2018-07-13T19:57:02.000Z,1767.84033203125,177.866203601351
863,Public Right Of Way,,Public Right Of Way,0.0466 a,,,AANDREWS,2018-07-13T19:57:02.000Z,2031.09448242188,285.87244267925
864,Public Right Of Way,,Public Right Of Way,13.80 a,,,AANDREWS,2018-07-13T19:57:02.000Z,600919.259765625,21372.3521912459
865,Public Right Of Way,,Public Right Of Way,0.9901 a,,,AANDREWS,2018-07-13T19:57:02.000Z,43096.6005859375,1849.19114507293
866,Public Right Of Way,,Public Right Of Way,4.431 a,,,AANDREWS,2018-07-13T19:57:02.000Z,193027.102050781,11348.9160489275
867,Public Right Of Way,,Public Right Of Way,1.303 a,,,AANDREWS,2018-07-13T19:57:02.000Z,56754.65234375,3427.88819412703
868,Public Right Of Way,,Public Right Of Way,14.87 a,,,AANDREWS,2018-07-13T19:57:02.000Z,647709.047607422,27053.0506658214
869,Public Right Of Way,,Public Right Of Way,15.75 a,,,AANDREWS,2018-07-13T19:57:02.000Z,685929.570556641,21390.686488319
870,Public Right Of Way,,Public Right Of Way,0.5276 a,,,AANDREWS,2018-07-13T19:57:02.000Z,23002.4914550781,833.395798585555
871,Public Right Of Way,,Public Right Of Way,0.1404 a,,,AANDREWS,2018-07-13T19:57:02.000Z,6113.73266601563,539.050403979042
872,Public Right Of Way,,Public Right Of Way,0.5786 a,,,AANDREWS,2018-07-13T19:57:02.000Z,25202.8073730469,1510.24162120969
873,Public Right Of Way,,Public Right Of Way,7.924 a,,,AANDREWS,2018-07-13T19:57:02.000Z,345164.289306641,15776.2986974237
874,Public Right Of Way,,Public Right Of Way,1.251 a,,,AANDREWS,2018-07-13T19:57:02.000Z,54475.9755859375,2509.56397854709
875,Public Right Of Way,,Public Right Of Way,0.0925 a,,,AANDREWS,2018-07-13T19:57:02.000Z,4029.7041015625,332.129370705634
876,Public Right Of Way,,Public Right Of Way,18.30 a,,,AANDREWS,2018-07-13T19:57:02.000Z,797047.134033203,37113.750142403
877,Public Right Of Way,,Public Right Of Way,9.536 a,,,AANDREWS,2018-07-13T19:57:02.000Z,415393.35546875,31663.4804260935
878,Public Right Of Way,,Public Right Of Way,0.1245 a,,,AANDREWS,2018-07-13T19:57:02.000Z,5421.62451171875,585.687284659487
879,Public Right Of Way,,Public Right Of Way,0.4266 a,,,AANDREWS,2018-07-13T19:57:02.000Z,18590.6665039063,910.869741511474
880,Public Right Of Way,,Public Right Of Way,12.60 a,,,AANDREWS,2018-07-13T19:57:02.000Z,548890.544921875,42170.280850881
881,Public Right Of Way,,Public Right Of Way,1.266 a,,,AANDREWS,2018-07-13T19:57:02.000Z,55167.98828125,4029.13104835763
882,Public Right Of Way,,Public Right Of Way,0.3995 a,,,AANDREWS,2018-07-13T19:57:02.000Z,17401.638671875,720.591142475349
883,Public Right Of Way,,Public Right Of Way,14.54 a,,,AANDREWS,2018-07-13T19:57:02.000Z,633307.005371094,31398.2775003767
884,Public Right Of Way,,Public Right Of Way,0.1104 a,,,AANDREWS,2018-07-13T19:57:02.000Z,4810.49682617188,280.614150388236
885,Public Right Of Way,,Public Right Of Way,0.7891 a,,,AANDREWS,2018-07-13T19:57:02.000Z,34374.7939453125,2014.70183821716
886,Public Right Of Way,,Public Right Of Way,1.559 a,,,AANDREWS,2018-07-13T19:57:02.000Z,67885.1428222656,2815.39388412882
887,Public Right Of Way,,Public Right Of Way,0.6973 a,,,AANDREWS,2018-07-13T19:57:02.000Z,30376.162109375,1841.07079669089
888,Public Right Of Way,,Public Right Of Way,0.0766 a,,,AANDREWS,2018-07-13T19:57:02.000Z,3334.8046875,686.705667948338
889,Public Right Of Way,,Public Right Of Way,2.825 a,,,AANDREWS,2018-07-13T19:57:02.000Z,123078.553955078,7532.08545295741
890,Public Right Of Way,,Public Right Of Way,1.588 a,,,AANDREWS,2018-07-13T19:57:02.000Z,69176.513671875,4890.63624859255
891,Public Right Of Way,,Public Right Of Way,1.587 a,,,AANDREWS,2018-07-13T19:57:02.000Z,69148.7241210938,4888.99116201404
892,Public Right Of Way,,Public Right Of Way,1.591 a,,,AANDREWS,2018-07-13T19:57:02.000Z,69260.5810546875,2687.70134360893
893,Public Right Of Way,,Public Right Of Way,0.1484 a,,,AANDREWS,2018-07-13T19:57:02.000Z,6464.01635742188,1317.42149560634
894,Public Right Of Way,,Public Right Of Way,1.733 a,,,AANDREWS,2018-07-13T19:57:02.000Z,75471.8483886719,5382.64168104664
895,Public Right Of Way,,Public Right Of Way,2.127 a,,,AANDREWS,2018-07-13T19:57:02.000Z,92649.900390625,3493.8144201098
896,Public Right Of Way,,Public Right Of Way,0.0505 a,,,AANDREWS,2018-07-13T19:57:02.000Z,2199.9619140625,260.007071960863
897,Public Right Of Way,,Public Right Of Way,0.4116 a,,,AANDREWS,2018-07-13T19:57:02.000Z,17927.2934570313,1440.47935933336
898,Public Right Of Way,,Public Right Of Way,0.0287 a,,,AANDREWS,2018-07-13T19:57:02.000Z,1249.66674804688,266.346624916306
899,Public Right Of Way,,Public Right Of Way,3.532 a,,,AANDREWS,2018-07-13T19:57:02.000Z,153891.358154297,8090.71105536045
900,Public Right Of Way,,Public Right Of Way,0.0833 a,,,AANDREWS,2018-07-13T19:57:02.000Z,3626.45532226563,304.20022712399
901,Public Right Of Way,,Public Right Of Way,1.796 a,,,AANDREWS,2018-07-13T19:57:02.000Z,78282.5764160156,3491.36038180343
902,Public Right Of Way,,Public Right Of Way,0.2043 a,,,AANDREWS,2018-07-13T19:57:02.000Z,8897.17724609375,608.379211400307
903,Public Right Of Way,,Public Right Of Way,1.506 a,,,AANDREWS,2018-07-13T19:57:02.000Z,65615.3796386719,3158.09756583071
904,Public Right Of Way,,Public Right Of Way,1.085 a,,,AANDREWS,2018-07-13T19:57:02.000Z,47283.2277832031,2730.17316711278
905,Public Right Of Way,,Public Right Of Way,0.0442 a,,,AANDREWS,2018-07-13T19:57:02.000Z,1926.99975585938,345.447333433007
906,Public Right Of Way,,Public Right Of Way,1.245 a,,,AANDREWS,2018-07-13T19:57:02.000Z,54253.5830078125,1930.700154621
907,Public Right Of Way,,Public Right Of Way,42.04 a,,,AANDREWS,2018-07-13T19:57:02.000Z,1821923.53540039,7813.53927043006
908,Public Right Of Way,,Public Right Of Way,0.9381 a,,,AANDREWS,2018-07-13T19:57:02.000Z,40862.2424316406,2783.80100323863
909,Public Right Of Way,,Public Right Of Way,0.9379 a,,,AANDREWS,2018-07-13T19:57:02.000Z,40855.9758300781,2784.00103867774
910,Public Right Of Way,,Public Right Of Way,0.6154 a,,,AANDREWS,2018-07-13T19:57:02.000Z,26806.1506347656,1906.33510466321
911,Public Right Of Way,,Public Right Of Way,2.303 a,,,AANDREWS,2018-07-13T19:57:02.000Z,100328.220458984,6261.42504359341
912,Public Right Of Way,,Public Right Of Way,3.143 a,,,AANDREWS,2018-07-13T19:57:02.000Z,136917.382080078,8484.11163446409
913,Public Right Of Way,,Public Right Of Way,3.135 a,,,AANDREWS,2018-07-13T19:57:02.000Z,136540.485107422,8460.43607099713
914,Public Right Of Way,,Public Right Of Way,2.773 a,,,AANDREWS,2018-07-13T19:57:02.000Z,120787.827392578,7422.58111577557
915,Public Right Of Way,,Public Right Of Way,0.5864 a,,,AANDREWS,2018-07-13T19:57:02.000Z,25544.7958984375,2038.98593938919
916,Public Right Of Way,,Public Right Of Way,2.572 a,,,AANDREWS,2018-07-13T19:57:02.000Z,112047.968994141,7625.87395295921
917,Public Right Of Way,,Public Right Of Way,0.3971 a,,,AANDREWS,2018-07-13T19:57:02.000Z,17299.341796875,1434.01352224354
918,Public Right Of Way,,Public Right Of Way,0.1482 a,,,AANDREWS,2018-07-13T19:57:02.000Z,6455.74267578125,359.895786313894
919,Public Right Of Way,,Public Right Of Way,0.1452 a,,,AANDREWS,2018-07-13T19:57:02.000Z,6325.48095703125,449.362290841866
920,Public Right Of Way,,Public Right Of Way,7.042 a,,,AANDREWS,2018-07-13T19:57:02.000Z,306740.564208984,14021.2006642907
921,Public Right Of Way,,Public Right Of Way,0.1980 a,,,AANDREWS,2018-07-13T19:57:02.000Z,8625.32690429688,677.563764992676
922,Public Right Of Way,,Public Right Of Way,0.0706 a,,,AANDREWS,2018-07-13T19:57:02.000Z,3073.34545898438,416.109524764406
923,Public Right Of Way,,Public Right Of Way,1.511 a,,,AANDREWS,2018-07-13T19:57:02.000Z,65828.767578125,2893.69381646398
924,Public Right Of Way,,Public Right Of Way,3.814 a,,,AANDREWS,2018-07-13T19:57:02.000Z,166129.817382813,9861.17838073786
925,Public Right Of Way,,Public Right Of Way,1.346 a,,,AANDREWS,2018-07-13T19:57:02.000Z,58632.3122558594,4181.73357257075
926,Public Right Of Way,,Public Right Of Way,0.0322 a,,,AANDREWS,2018-07-13T19:57:02.000Z,1405.76806640625,322.669145974405
927,Public Right Of Way,,Public Right Of Way,1.117 a,,,AANDREWS,2018-07-13T19:57:02.000Z,48635.9038085938,3277.05682302467
928,Public Right Of Way,,Public Right Of Way,1.550 a,,,AANDREWS,2018-07-13T19:57:02.000Z,67523.064453125,4401.22903440441
929,Public Right Of Way,,Public Right Of Way,0.0436 a,,,AANDREWS,2018-07-13T19:57:02.000Z,1899.65576171875,221.464177208559
930,Public Right Of Way,,Public Right Of Way,1.439 a,,,AANDREWS,2018-07-13T19:57:02.000Z,62685.5856933594,4352.99451264806
931,Public Right Of Way,,Public Right Of Way,0.6412 a,,,AANDREWS,2018-07-13T19:57:02.000Z,27931.8173828125,2286.07307738248
932,Public Right Of Way,,Public Right Of Way,0.2651 a,,,AANDREWS,2018-07-13T19:57:02.000Z,11548.0773925781,504.937336784797
933,Public Right Of Way,,Public Right Of Way,0.2830 a,,,AANDREWS,2018-07-13T19:57:02.000Z,12328.2590332031,1517.99304111376
934,Public Right Of Way,,Public Right Of Way,0.0527 a,,,AANDREWS,2018-07-13T19:57:02.000Z,2296.21044921875,318.882171568494
935,Public Right Of Way,,Public Right Of Way,0.0708 a,,,AANDREWS,2018-07-13T19:57:02.000Z,3085.90795898438,417.765340540862
936,Public Right Of Way,,Public Right Of Way,0.0984 a,,,AANDREWS,2018-07-13T19:57:02.000Z,4287.5546875,552.754033641844
937,Public Right Of Way,,Public Right Of Way,0.1110 a,,,AANDREWS,2018-07-13T19:57:02.000Z,4833.13989257813,674.194003944894
938,Public Right Of Way,,Public Right Of Way,1.597 a,,,AANDREWS,2018-07-13T19:57:02.000Z,69563.6142578125,4409.94399652528
939,Public Right Of Way,,Public Right Of Way,2.867 a,,,AANDREWS,2018-07-13T19:57:02.000Z,124881.371337891,7646.29272860576
940,Public Right Of Way,,Public Right Of Way,1.425 a,,,AANDREWS,2018-07-13T19:57:02.000Z,62086.8891601563,2589.22088615196
941,Public Right Of Way,,Public Right Of Way,3.146 a,,,AANDREWS,2018-07-13T19:57:02.000Z,137032.899902344,8490.99898331189
942,Public Right Of Way,,Public Right Of Way,2.008 a,,,AANDREWS,2018-07-13T19:57:02.000Z,87414.0261230469,4053.16249333956
943,Public Right Of Way,,Public Right Of Way,0.6292 a,,,AANDREWS,2018-07-13T19:57:02.000Z,27408.9125976563,1732.82792023046
944,Public Right Of Way,,Public Right Of Way,5.867 a,,,AANDREWS,2018-07-13T19:57:02.000Z,255578.059082031,14785.1327871342
