OBJECTID,DIVDSGNTR,BLKDSGNTR,DIVTYP,STATEDAREA,created_user,created_date,last_edited_user,last_edited_date,Shape__Area,Shape__Length
5256,Public Right Of Way,,Public Right Of Way,0.1313 a,,,AANDREWS,2018-07-13T19:57:03.000Z,5720.7509765625,342.512568147916
5257,Public Right Of Way,,Public Right Of Way,0.2456 a,,,AANDREWS,2018-07-13T19:57:03.000Z,10697.8000488281,561.602844193746
5258,Public Right Of Way,,Public Right Of Way,1.276 a,,,AANDREWS,2018-07-13T19:57:03.000Z,55566.6696777344,3433.74305780868
5259,Public Right Of Way,,Public Right Of Way,3.058 a,,,AANDREWS,2018-07-13T19:57:03.000Z,133152.911865234,4667.35020329911
5260,Public Right Of Way,,Public Right Of Way,0.6212 a,,,AANDREWS,2018-07-13T19:57:03.000Z,27060.7749023438,1289.7015475163
5261,Public Right Of Way,,Public Right Of Way,1.446 a,,,AANDREWS,2018-07-13T19:57:03.000Z,62987.6533203125,4555.02220469361
5262,Public Right Of Way,,Public Right Of Way,1.850 a,,,AANDREWS,2018-07-13T19:57:03.000Z,80579.8254394531,4950.00688753724
5263,Public Right Of Way,,Public Right Of Way,10.39 a,,,AANDREWS,2018-07-13T19:57:03.000Z,452453.813720703,23296.3814885469
5264,Public Right Of Way,,Public Right Of Way,12.05 a,,,AANDREWS,2018-07-13T19:57:03.000Z,524822.213867188,29997.8634966448
5265,Public Right Of Way,,Public Right Of Way,0.2141 a,,,AANDREWS,2018-07-13T19:57:03.000Z,9313.6689453125,636.752742292168
5266,Public Right Of Way,,Public Right Of Way,0.1796 a,,,AANDREWS,2018-07-13T19:57:03.000Z,7810.77587890625,549.347061559427
5267,Public Right Of Way,,Public Right Of Way,4.355 a,,,AANDREWS,2018-07-13T19:57:03.000Z,189723.053222656,11565.8889946515
5268,Public Right Of Way,,Public Right Of Way,4.485 a,,,AANDREWS,2018-07-13T19:57:03.000Z,195431.308105469,11582.5670043026
5269,Public Right Of Way,,Public Right Of Way,12.94 a,,,AANDREWS,2018-07-13T19:57:03.000Z,563493.558349609,31751.3821198012
5270,Public Right Of Way,,Public Right Of Way,0.8803 a,,,AANDREWS,2018-07-13T19:57:03.000Z,38344.9443359375,2207.23553112142
5271,Public Right Of Way,,Public Right Of Way,2.497 a,,,AANDREWS,2018-07-13T19:57:03.000Z,108779.538574219,6659.21231020478
5272,Public Right Of Way,,Public Right Of Way,1.066 a,,,AANDREWS,2018-07-13T19:57:03.000Z,46446.6096191406,3156.48480367855
5273,Public Right Of Way,,Public Right Of Way,1.376 a,,,AANDREWS,2018-07-13T19:57:03.000Z,59906.1750488281,2054.94188925071
5274,Public Right Of Way,,Public Right Of Way,8.884 a,,,AANDREWS,2019-01-11T20:50:21.000Z,386793.161865234,13938.2899266136
5275,Public Right Of Way,,Public Right Of Way,13.10 a,,,AANDREWS,2018-07-13T19:57:03.000Z,570769.282226563,31800.2283484315
5276,Public Right Of Way,,Public Right Of Way,0.3456 a,,,AANDREWS,2018-07-13T19:57:03.000Z,15054.6218261719,1053.42684236954
5277,Public Right Of Way,,Public Right Of Way,4.729 a,,,AANDREWS,2018-07-13T19:57:03.000Z,205932.171630859,9162.58411133309
5278,Public Right Of Way,,Public Right Of Way,13.07 a,,,AANDREWS,2018-07-13T19:57:03.000Z,569443.418212891,32366.6149623619
5279,Public Right Of Way,,Public Right Of Way,13.91 a,,,AANDREWS,2018-07-13T19:57:03.000Z,605948.266113281,33303.3815841906
5280,Public Right Of Way,,Public Right Of Way,2.090 a,,,AANDREWS,2018-07-13T19:57:03.000Z,91026.7458496094,7462.13958320256
5281,Public Right Of Way,,Public Right Of Way,11.53 a,,,AANDREWS,2018-07-13T19:57:03.000Z,502320.899169922,31791.1355217175
5282,Public Right Of Way,,Public Right Of Way,9.903 a,,,AANDREWS,2018-07-13T19:57:03.000Z,431220.412109375,10928.9784012624
5283,Public Right Of Way,,Public Right Of Way,1.011 a,,,AANDREWS,2018-07-13T19:57:03.000Z,44051.3151855469,1556.10969886743
5284,Public Right Of Way,,Public Right Of Way,5.128 a,,,AANDREWS,2018-07-13T19:57:03.000Z,223338.111572266,9343.04099010674
5285,Public Right Of Way,,Public Right Of Way,2.551 a,,,AANDREWS,2018-07-13T19:57:03.000Z,111161.180664063,6698.94997211764
5286,Public Right Of Way,,Public Right Of Way,5.171 a,,,AANDREWS,2018-07-13T19:57:03.000Z,225249.618652344,12108.2253245574
5287,Public Right Of Way,,Public Right Of Way,1.663 a,,,AANDREWS,2018-07-13T19:57:03.000Z,72456.1245117188,3067.80171699295
5288,Public Right Of Way,,Public Right Of Way,14.05 a,,,AANDREWS,2018-07-13T19:57:03.000Z,611906.895507813,36909.5819949844
5289,Public Right Of Way,,Public Right Of Way,13.11 a,,,AANDREWS,2018-07-13T19:57:03.000Z,571266.782958984,34697.1137559925
5290,Public Right Of Way,,Public Right Of Way,12.34 a,,,AANDREWS,2018-07-13T19:57:03.000Z,537521.8984375,18622.5739781699
5291,Public Right Of Way,,Public Right Of Way,2.325 a,,,AANDREWS,2018-07-13T19:57:03.000Z,101298.571044922,5796.56585203151
5292,Public Right Of Way,,Public Right Of Way,5.435 a,,,AANDREWS,2018-07-13T19:57:03.000Z,236742.66015625,5280.80438155566
5293,Public Right Of Way,,Public Right Of Way,17.58 a,,,AANDREWS,2018-07-13T19:57:03.000Z,766038.743652344,32513.5571542434
5294,Public Right Of Way,,Public Right Of Way,4.414 a,,,AANDREWS,2019-02-28T22:00:05.000Z,192254.098144531,10740.575584271
5295,Public Right Of Way,,Public Right Of Way,0.9187 a,,,AANDREWS,2018-07-13T19:57:03.000Z,40018.9602050781,1565.04580700175
5296,Public Right Of Way,,Public Right Of Way,8.050 a,,,AANDREWS,2018-07-13T19:57:03.000Z,350679.577392578,9086.03775149382
5297,Public Right Of Way,,Public Right Of Way,1.936 a,,,AANDREWS,2018-07-13T19:57:03.000Z,84324.875,5176.39512939839
5298,Public Right Of Way,,Public Right Of Way,0.9835 a,,,AANDREWS,2018-07-13T19:57:03.000Z,42825.5881347656,2698.21326738618
5299,Public Right Of Way,,Public Right Of Way,4.368 a,,,AANDREWS,2019-02-28T22:00:05.000Z,190271.727294922,10757.5865112084
5300,Public Right Of Way,,Public Right Of Way,12.06 a,,,AANDREWS,2019-03-18T20:50:32.000Z,525524.791748047,31913.9983741291
5301,Public Right Of Way,,Public Right Of Way,3.985 a,,,AANDREWS,2018-07-13T19:57:03.000Z,173605.038085938,10591.2200032946
5302,Public Right Of Way,,Public Right Of Way,8.432 a,,,AANDREWS,2019-03-18T20:50:32.000Z,367289.946777344,21270.6120490286
5303,Public Right Of Way,,Public Right Of Way,6.302 a,,,AANDREWS,2018-07-13T19:57:03.000Z,274529.771728516,10868.0532366278
5304,Public Right Of Way,,Public Right Of Way,4.693 a,,,AANDREWS,2018-07-13T19:57:03.000Z,204415.481201172,10300.3144837724
5305,Public Right Of Way,,Public Right Of Way,0.1478 a,,,AANDREWS,2018-07-13T19:57:03.000Z,6440.22021484375,402.018925219285
5306,Public Right Of Way,,Public Right Of Way,3.991 a,,,AANDREWS,2018-07-13T19:57:03.000Z,173867.685791016,10603.8262019234
5307,Public Right Of Way,,Public Right Of Way,12.11 a,,,AANDREWS,2018-07-13T19:57:03.000Z,527602.912841797,32043.3046226832
5308,Public Right Of Way,,Public Right Of Way,0.3791 a,,,AANDREWS,2018-07-13T19:57:03.000Z,16491.7502441406,819.377855599715
5309,Public Right Of Way,,Public Right Of Way,0.4971 a,,,AANDREWS,2018-07-13T19:57:03.000Z,21652.0717773438,789.093890150695
5310,Public Right Of Way,,Public Right Of Way,1.837 a,,,AANDREWS,2018-07-13T19:57:03.000Z,79968.2548828125,2723.25534980838
5311,Public Right Of Way,,Public Right Of Way,1.028 a,,,AANDREWS,2018-07-13T19:57:03.000Z,44855.3251953125,1457.58942669862
5312,Public Right Of Way,,Public Right Of Way,0.8570 a,,,AANDREWS,2018-07-13T19:57:03.000Z,37329.9489746094,2059.05748965936
5313,Public Right Of Way,,Public Right Of Way,1.484 a,,,AANDREWS,2018-08-30T16:24:25.000Z,64618.6845703125,2217.22163497595
5314,Public Right Of Way,,Public Right Of Way,1.842 a,,,AANDREWS,2018-07-13T19:57:03.000Z,80249.0407714844,4524.33365245989
5315,Public Right Of Way,,Public Right Of Way,4.406 a,,,AANDREWS,2018-07-13T19:57:03.000Z,191854.206787109,7546.94127288415
5316,Public Right Of Way,,Public Right Of Way,5.046 a,,,AANDREWS,2018-07-13T19:57:03.000Z,219840.661132813,6482.57224647767
5317,Public Right Of Way,,Public Right Of Way,1.211 a,,,AANDREWS,2018-07-13T19:57:03.000Z,52741.9541015625,3263.58048371214
5318,Public Right Of Way,,Public Right Of Way,2.289 a,,,AANDREWS,2018-07-13T19:57:03.000Z,99699.30078125,5937.3081990889
5319,Public Right Of Way,,Public Right Of Way,4.478 a,,,AANDREWS,2018-07-13T19:57:03.000Z,195089.814208984,5322.08793052167
5320,Public Right Of Way,,Public Right Of Way,0.3596 a,,,AANDREWS,2018-07-13T19:57:03.000Z,15678.3217773438,970.534492587951
5321,Public Right Of Way,,Public Right Of Way,1.020 a,,,AANDREWS,2018-07-13T19:57:03.000Z,44445.9206542969,5136.85379792314
5322,Public Right Of Way,,Public Right Of Way,4.604 a,,,AANDREWS,2018-07-13T19:57:03.000Z,200613.496337891,9302.74284312396
5323,Public Right Of Way,,Public Right Of Way,3.076 a,,,AANDREWS,2018-07-13T19:57:03.000Z,133977.095947266,6779.03590151919
5324,Public Right Of Way,,Public Right Of Way,0.1297 a,,,AANDREWS,2018-07-13T19:57:03.000Z,5651.52075195313,332.280079845412
5325,Public Right Of Way,,Public Right Of Way,0.2137 a,,,AANDREWS,2018-07-13T19:57:03.000Z,9308.14770507813,545.39394820591
5326,Public Right Of Way,,Public Right Of Way,1.031 a,,,AANDREWS,2018-07-13T19:57:03.000Z,44908.5832519531,2309.59842038469
5327,Public Right Of Way,,Public Right Of Way,17.95 a,,,AANDREWS,2018-07-13T19:57:03.000Z,781965.795654297,27127.7482306373
5328,Public Right Of Way,,Public Right Of Way,0.4649 a,,,AANDREWS,2018-07-13T19:57:03.000Z,20234.4565429688,1552.59341755396
5329,Public Right Of Way,,Public Right Of Way,0.3928 a,,,AANDREWS,2018-07-13T19:57:03.000Z,17109.1000976563,1052.1592074178
5330,Public Right Of Way,,Public Right Of Way,1.884 a,,,AANDREWS,2018-07-13T19:57:03.000Z,82020.5988769531,2962.31618812518
5331,Public Right Of Way,,Public Right Of Way,9.165 a,,,AANDREWS,2018-07-13T19:57:03.000Z,399216.778076172,23793.599011425
5332,Public Right Of Way,,Public Right Of Way,0.3194 a,,,AANDREWS,2018-07-13T19:57:03.000Z,13910.9221191406,753.01055342241
5333,Public Right Of Way,,Public Right Of Way,3.415 a,,,AANDREWS,2018-07-13T19:57:03.000Z,148853.889160156,5434.19010888192
5334,Public Right Of Way,,Public Right Of Way,17.71 a,,,AANDREWS,2018-07-13T19:57:03.000Z,771585.568603516,42291.4580252724
5335,Public Right Of Way,,Public Right Of Way,6.173 a,,,AANDREWS,2018-07-13T19:57:03.000Z,268880.025878906,9039.66494670009
5336,Public Right Of Way,,Public Right Of Way,10.17 a,,,AANDREWS,2019-05-02T15:09:03.000Z,442829.849365234,26181.2559138585
5337,Public Right Of Way,,Public Right Of Way,0.0148 a,,,AANDREWS,2018-07-13T19:57:03.000Z,643.05224609375,101.488813877654
5338,Public Right Of Way,,Public Right Of Way,17.70 a,,,AANDREWS,2018-07-13T19:57:03.000Z,770852.185791016,42243.2332755987
5339,Public Right Of Way,,Public Right Of Way,2.326 a,,,AANDREWS,2018-07-13T19:57:03.000Z,101308.574951172,6264.95857771629
5340,Public Right Of Way,,Public Right Of Way,11.08 a,,,AANDREWS,2018-07-13T19:57:03.000Z,482743.568603516,10953.5494586522
5341,Public Right Of Way,,Public Right Of Way,17.71 a,,,AANDREWS,2018-07-13T19:57:03.000Z,771257.897460938,42345.0495511958
5342,Public Right Of Way,,Public Right Of Way,16.96 a,,,AANDREWS,2018-07-13T19:57:03.000Z,738579.982421875,42528.9484435135
5343,Public Right Of Way,,Public Right Of Way,6.684 a,,,AANDREWS,2018-07-13T19:57:03.000Z,291166.356689453,17713.3898253387
5344,Public Right Of Way,,Public Right Of Way,1.452 a,,,AANDREWS,2018-07-13T19:57:03.000Z,63237.7236328125,5472.71203524896
5345,Public Right Of Way,,Public Right Of Way,10.84 a,,,AANDREWS,2018-07-13T19:57:03.000Z,472154.530761719,17716.3810233052
5346,Public Right Of Way,,Public Right Of Way,16.99 a,,,AANDREWS,2018-07-13T19:57:03.000Z,740282.897460938,42475.0008061841
5347,Public Right Of Way,,Public Right Of Way,2.161 a,,,AANDREWS,2018-07-13T19:57:03.000Z,94126.5209960938,3613.64177311653
5348,Public Right Of Way,,Public Right Of Way,13.26 a,,,AANDREWS,2018-07-13T19:57:03.000Z,577560.772216797,19171.4774341211
5349,Public Right Of Way,,Public Right Of Way,15.75 a,,,AANDREWS,2018-07-13T19:57:03.000Z,686279.366699219,31193.8139088882
5350,Public Right Of Way,,Public Right Of Way,1.598 a,,,AANDREWS,2018-07-13T19:57:03.000Z,69605.416015625,2290.03055984932
5351,Public Right Of Way,,Public Right Of Way,1.016 a,,,AANDREWS,2018-07-13T19:57:03.000Z,44250.9548339844,1714.40300046288
5352,Public Right Of Way,,Public Right Of Way,34.91 a,,,AANDREWS,2018-07-13T19:57:03.000Z,1521014.95141602,28049.004013872
5353,Public Right Of Way,,Public Right Of Way,15.95 a,,,AANDREWS,2018-07-13T19:57:03.000Z,694773.0078125,41461.6313823666
5354,Public Right Of Way,,Public Right Of Way,16.05 a,,,AANDREWS,2018-07-13T19:57:03.000Z,698986.087158203,42362.0590142135
5355,Public Right Of Way,,Public Right Of Way,1.970 a,,,AANDREWS,2018-07-13T19:57:03.000Z,85821.6938476563,5267.80916448483
5356,Public Right Of Way,,Public Right Of Way,14.66 a,,,AANDREWS,2018-07-13T19:57:03.000Z,638403.965820313,10880.0913280647
5357,Public Right Of Way,,Public Right Of Way,2.606 a,,,AANDREWS,2018-07-13T19:57:03.000Z,113554.067138672,6741.45595789034
5358,Public Right Of Way,,Public Right Of Way,2.455 a,,,AANDREWS,2019-04-17T14:59:48.000Z,106936.337646484,6546.78414605286
5359,Public Right Of Way,,Public Right Of Way,15.75 a,,,AANDREWS,2018-07-13T19:57:03.000Z,686182.171142578,41586.125705562
5360,Public Right Of Way,,Public Right Of Way,12.04 a,,,AANDREWS,2018-07-13T19:57:03.000Z,524313.727294922,14454.5734488339
5361,Public Right Of Way,,Public Right Of Way,1.976 a,,,AANDREWS,2018-07-13T19:57:03.000Z,86091.9719238281,5286.18820958929
5362,Public Right Of Way,,Public Right Of Way,12.83 a,,,AANDREWS,2019-03-18T20:50:32.000Z,559055.65625,37382.706142182
5363,Public Right Of Way,,Public Right Of Way,2.115 a,,,AANDREWS,2018-07-13T19:57:03.000Z,92142.7556152344,5433.36508147559
5364,Public Right Of Way,,Public Right Of Way,7.660 a,,,AANDREWS,2019-03-18T20:50:32.000Z,333661.419189453,21311.5420778399
5365,Public Right Of Way,,Public Right Of Way,0.0416 a,,,AANDREWS,2018-07-13T19:57:03.000Z,1837.40869140625,320.369678397238
5366,Public Right Of Way,,Public Right Of Way,3.039 a,,,AANDREWS,2018-07-13T19:57:03.000Z,132400.429931641,10660.859908425
5367,Public Right Of Way,,Public Right Of Way,5.315 a,,,AANDREWS,2018-07-13T19:57:03.000Z,231512.951416016,10727.1743161173
5368,Public Right Of Way,,Public Right Of Way,1.597 a,,,AANDREWS,2018-07-13T19:57:03.000Z,69558.2158203125,3557.83468600589
5369,Public Right Of Way,,Public Right Of Way,1.915 a,,,AANDREWS,2018-07-13T19:57:03.000Z,83404.7131347656,5177.53906755444
5370,Public Right Of Way,,Public Right Of Way,15.40 a,,,AANDREWS,2019-04-17T14:59:48.000Z,670767.432373047,40717.2655448665
5371,Public Right Of Way,,Public Right Of Way,0.9445 a,,,AANDREWS,2018-07-13T19:57:03.000Z,41093.7404785156,2638.85033259957
5372,Public Right Of Way,,Public Right Of Way,5.883 a,,,AANDREWS,2018-07-13T19:57:03.000Z,256351.319091797,11192.7244158507
5373,Public Right Of Way,,Public Right Of Way,0.2587 a,,,AANDREWS,2019-03-11T19:57:25.000Z,11268.0114746094,951.232937480465
5374,Public Right Of Way,,Public Right Of Way,0.2583 a,,,AANDREWS,2019-03-11T19:57:25.000Z,11251.0021972656,950.05139407667
5375,Public Right Of Way,,Public Right Of Way,0.5332 a,,,AANDREWS,2018-07-13T19:57:03.000Z,23227.9816894531,1817.4703135069
5376,Public Right Of Way,,Public Right Of Way,0.0410 a,,,AANDREWS,2018-07-13T19:57:03.000Z,1786.32446289063,219.836421066038
5377,Public Right Of Way,,Public Right Of Way,4.106 a,,,AANDREWS,2018-07-13T19:57:03.000Z,178849.986572266,8153.53642173293
5378,Public Right Of Way,,Public Right Of Way,0.0749 a,,,AANDREWS,2018-07-13T19:57:03.000Z,3263.12622070313,276.571613228883
5379,Public Right Of Way,,Public Right Of Way,3.447 a,,,AANDREWS,2018-07-13T19:57:03.000Z,150132.020507813,4887.47659665618
5380,Public Right Of Way,,Public Right Of Way,8.249 a,,,AANDREWS,2018-07-13T19:57:03.000Z,359333.546875,11026.8594452272
5381,Public Right Of Way,,Public Right Of Way,11.51 a,,,AANDREWS,2018-07-13T19:57:03.000Z,501364.122802734,8559.94824112635
5382,Public Right Of Way,,Public Right Of Way,0.7026 a,,,AANDREWS,2018-07-13T19:57:03.000Z,30604.7624511719,2262.58987211113
5383,Public Right Of Way,,Public Right Of Way,3.368 a,,,AANDREWS,2018-07-13T19:57:03.000Z,146722.333740234,4976.163729052
5384,Public Right Of Way,,Public Right Of Way,1.825 a,,,AANDREWS,2018-07-13T19:57:03.000Z,79504.7331542969,2646.48804608277
5385,Public Right Of Way,,Public Right Of Way,3.937 a,,,AANDREWS,2018-07-13T19:57:03.000Z,171499.703857422,7772.11582424119
5386,Public Right Of Way,,Public Right Of Way,0.0182 a,,,AANDREWS,2018-07-13T19:57:03.000Z,791.989501953125,214.03306327729
5387,Public Right Of Way,,Public Right Of Way,17.19 a,,,AANDREWS,2018-07-13T19:57:03.000Z,748954.021484375,35267.4900003367
5388,Public Right Of Way,,Public Right Of Way,9.191 a,,,AANDREWS,2018-07-13T19:57:03.000Z,400386.170166016,12581.4209714058
5389,Public Right Of Way,,Public Right Of Way,6.286 a,,,AANDREWS,2018-07-13T19:57:03.000Z,273817.727539063,10830.419500458
5390,Public Right Of Way,,Public Right Of Way,6.083 a,,,AANDREWS,2018-07-13T19:57:03.000Z,264976.039306641,10703.8487279968
5391,Public Right Of Way,,Public Right Of Way,12.75 a,,,AANDREWS,2018-07-13T19:57:03.000Z,555318.287109375,31655.3780363641
5392,Public Right Of Way,,Public Right Of Way,16.89 a,,,AANDREWS,2018-07-13T19:57:03.000Z,735813.470703125,42342.2073560574
5393,Public Right Of Way,,Public Right Of Way,16.91 a,,,AANDREWS,2018-07-13T19:57:03.000Z,736491.405517578,42379.6580973208
5394,Public Right Of Way,,Public Right Of Way,17.77 a,,,AANDREWS,2018-07-13T19:57:03.000Z,774025.892578125,42285.1609841107
5395,Public Right Of Way,,Public Right Of Way,0.7289 a,,,AANDREWS,2018-07-13T19:57:03.000Z,31750.7243652344,1990.36686787464
5396,Public Right Of Way,,Public Right Of Way,9.053 a,,,AANDREWS,2018-07-13T19:57:03.000Z,394433.640625,16065.396690721
5397,Public Right Of Way,,Public Right Of Way,20.34 a,,,AANDREWS,2018-07-13T19:57:03.000Z,886134.720214844,32852.9900202711
5398,Public Right Of Way,,Public Right Of Way,3.597 a,,,AANDREWS,2018-07-13T19:57:03.000Z,156676.336669922,10390.5500826293
5399,Public Right Of Way,,Public Right Of Way,11.43 a,,,AANDREWS,2018-07-13T19:57:03.000Z,497679.871826172,16806.4814129283
5400,Public Right Of Way,,Public Right Of Way,2.026 a,,,AANDREWS,2018-07-13T19:57:03.000Z,88248.2219238281,5419.85902106307
5401,Public Right Of Way,,Public Right Of Way,12.39 a,,,AANDREWS,2018-07-13T19:57:03.000Z,540017.433349609,10665.415420624
5402,Public Right Of Way,,Public Right Of Way,1.042 a,,,AANDREWS,2018-07-13T19:57:03.000Z,45409.3090820313,2372.90753997566
5403,Public Right Of Way,,Public Right Of Way,0.1097 a,,,AANDREWS,2018-07-13T19:57:03.000Z,4777.93823242188,355.902381719345
5404,Public Right Of Way,,Public Right Of Way,16.74 a,,,AANDREWS,2018-07-13T19:57:03.000Z,729363.712402344,42120.8800119002
5405,Public Right Of Way,,Public Right Of Way,6.749 a,,,AANDREWS,2018-07-13T19:57:03.000Z,293990.261474609,17883.8587620696
5406,Public Right Of Way,,Public Right Of Way,2.493 a,,,AANDREWS,2018-07-13T19:57:03.000Z,108608.997314453,6648.33675405956
5407,Public Right Of Way,,Public Right Of Way,1.220 a,,,AANDREWS,2018-07-13T19:57:03.000Z,53143.001953125,3288.76987062112
5408,Public Right Of Way,,Public Right Of Way,18.10 a,,,AANDREWS,2018-07-13T19:57:03.000Z,788355.862548828,33856.8339818664
5409,Public Right Of Way,,Public Right Of Way,10.24 a,,,AANDREWS,2018-07-13T19:57:03.000Z,445833.045166016,13466.3077783198
5410,Public Right Of Way,,Public Right Of Way,12.53 a,,,AANDREWS,2019-05-02T15:09:03.000Z,546003.572021484,32008.3153687216
5411,Public Right Of Way,,Public Right Of Way,8.923 a,,,AANDREWS,2018-07-13T19:57:03.000Z,388676.776611328,14634.9551454774
5412,Public Right Of Way,,Public Right Of Way,12.91 a,,,AANDREWS,2018-07-13T19:57:03.000Z,562164.760986328,35466.1189279447
5413,Public Right Of Way,,Public Right Of Way,0.5522 a,,,AANDREWS,2018-07-13T19:57:03.000Z,24024.1071777344,1363.69762183637
5414,Public Right Of Way,,Public Right Of Way,2.292 a,,,AANDREWS,2018-07-13T19:57:03.000Z,99819.6591796875,5071.43400838054
5415,Public Right Of Way,,Public Right Of Way,5.012 a,,,AANDREWS,2018-07-13T19:57:03.000Z,218326.889648438,10425.6533691637
5416,Public Right Of Way,,Public Right Of Way,10.20 a,,,AANDREWS,2018-07-13T19:57:03.000Z,444113.736572266,16417.7121630626
5417,Public Right Of Way,,Public Right Of Way,17.24 a,,,AANDREWS,2018-10-01T20:01:33.000Z,750967.052001953,42864.8743144862
5418,Public Right Of Way,,Public Right Of Way,4.750 a,,,AANDREWS,2019-03-11T19:43:43.000Z,206904.470703125,16601.5996078094
5419,Public Right Of Way,,Public Right Of Way,1.677 a,,,AANDREWS,2019-03-11T19:43:43.000Z,73064.1342773438,5896.43499735069
5420,Public Right Of Way,,Public Right Of Way,7.318 a,,,AANDREWS,2018-07-13T19:57:03.000Z,318761.374755859,10754.254048524
5421,Public Right Of Way,,Public Right Of Way,15.93 a,,,AANDREWS,2018-07-13T19:57:03.000Z,693784.736328125,41952.8152107945
5422,Public Right Of Way,,Public Right Of Way,17.65 a,,,AANDREWS,2018-07-13T19:57:03.000Z,769020.564453125,36306.4347566814
5423,Public Right Of Way,,Public Right Of Way,4.980 a,,,AANDREWS,2018-07-13T19:57:03.000Z,216941.114501953,13213.5529654973
5424,Public Right Of Way,,Public Right Of Way,0.4513 a,,,AANDREWS,2018-07-13T19:57:03.000Z,19656.8676757813,861.762537388418
5425,Public Right Of Way,,Public Right Of Way,7.170 a,,,AANDREWS,2018-07-13T19:57:03.000Z,312288.301757813,7842.62027216085
5426,Public Right Of Way,,Public Right Of Way,0.2414 a,,,AANDREWS,2018-07-13T19:57:03.000Z,10516.1169433594,686.797429877156
5427,Public Right Of Way,,Public Right Of Way,0.0765 a,,,AANDREWS,2018-07-13T19:57:03.000Z,3306.5693359375,339.108301001653
5428,Public Right Of Way,,Public Right Of Way,0.0523 a,,,AANDREWS,2018-07-13T19:57:03.000Z,2280.33984375,212.034189917799
5429,Public Right Of Way,,Public Right Of Way,0.2365 a,,,AANDREWS,2018-07-13T19:57:03.000Z,10282.2700195313,426.337424481164
5430,,,Public Right Of Way,0.82,,,AANDREWS,2018-07-13T19:57:16.000Z,35779.181640625,1589.55752585779
5431,Public Right Of Way,,Public Right Of Way,3.859 a,,,AANDREWS,2018-07-13T19:57:20.000Z,168090.286376953,5783.6313209035
5432,Public Right Of Way,,Public Right Of Way,4.457 a,,,AANDREWS,2018-07-13T19:57:20.000Z,194024.589599609,11650.8039533842
5433,Public Right Of Way,,Public Right Of Way,66.86 a,,,AANDREWS,2018-07-13T19:57:20.000Z,2912471.43945313,24403.7865348171
5434,Public Right Of Way,,Public Right Of Way,3.769 a,,,AANDREWS,2018-07-13T19:57:20.000Z,164139.629882813,5542.26062290179
5435,Public Right of Way,,Public Right Of Way,0.2056 a,,,AANDREWS,2018-07-13T19:57:20.000Z,8954.119140625,450.429900224205
5436,Public Right Of Way,,Public Right Of Way,3.295 a,,,AANDREWS,2018-09-17T19:37:31.000Z,143414.966308594,6432.66394492912
5437,,,Public Right Of Way,8.608 a,,,AANDREWS,2018-07-13T19:57:20.000Z,374981.565185547,14931.4017664327
5438,Public Right Of Way,,Public Right Of Way,,GISWORKSTATION,2017-02-28T20:04:11.000Z,AANDREWS,2018-07-13T19:57:20.000Z,642180.233154297,18065.63978534
5439,Public Right Of Way,,Public Right Of Way,14.13 a,GISWORKSTATION,2017-03-01T19:43:11.000Z,AANDREWS,2018-07-13T19:57:20.000Z,615335.052734375,26888.5884209621
5440,Public Right Of Way,,Public Right Of Way,,STAYLOR,2017-03-03T16:58:49.000Z,AANDREWS,2018-07-13T19:57:20.000Z,95772.2653808594,4140.03943882891
5441,Public Right Of Way,,Public Right Of Way,4.578 a,STAYLOR,2017-03-03T17:50:49.000Z,AANDREWS,2018-07-13T19:57:20.000Z,199399.66015625,5613.48810351291
5442,Public Right Of Way,,Public Right Of Way,1.378 a,GISWORKSTATION,2017-03-07T15:56:15.000Z,AANDREWS,2018-07-13T19:57:20.000Z,60013.919921875,2639.72813932071
5443,Public Right Of Way,,Public Right Of Way,10.23 a,GISWORKSTATION,2017-03-10T17:19:36.000Z,AANDREWS,2018-07-13T19:57:20.000Z,445828.335205078,20158.7005790772
5444,Public Right Of Way,,Public Right Of Way,1.115 a,GISWORKSTATION,2017-03-14T16:21:04.000Z,AANDREWS,2018-07-13T19:57:20.000Z,48552.0021972656,1977.19709141967
5445,Public Right Of Way,,Public Right Of Way,1.504 a,GISWORKSTATION,2017-03-14T18:20:36.000Z,AANDREWS,2018-07-13T19:57:20.000Z,65524.2841796875,3437.63218116645
5446,Public Right Of Way,,Public Right Of Way,1.140 a,GISWORKSTATION,2017-03-15T15:31:33.000Z,AANDREWS,2018-07-13T19:57:20.000Z,49655.4079589844,2098.48278586869
5447,Public Right Of Way,,Public Right Of Way,1.441 a,GISWORKSTATION,2017-03-15T16:09:49.000Z,AANDREWS,2018-07-13T19:57:20.000Z,62792.3666992188,2779.97772715946
5448,Public Right Of Way,,Public Right Of Way,,GISWORKSTATION,2017-03-17T16:42:04.000Z,AANDREWS,2018-07-13T19:57:20.000Z,62955.6953125,2405.72592685587
5449,Public Right Of Way,,Public Right Of Way,0.7187 a,GISWORKSTATION,2017-03-31T19:12:41.000Z,AANDREWS,2018-07-13T19:57:20.000Z,31236.9790039063,1641.50829409132
5450,,,Public Right Of Way,,GISWORKSTATION,2017-04-03T16:01:19.000Z,AANDREWS,2018-07-13T19:57:20.000Z,1509.76440429688,376.770963663433
5451,,,Public Right Of Way,0.0016 a,GISWORKSTATION,2017-04-03T16:15:11.000Z,AANDREWS,2018-07-13T19:57:20.000Z,69.33447265625,103.082134964386
